,Bacteroides,Bifidobacterium,Phocaeicola,Fusicatenibacter,Roseburia,Hominilimicola,Blautia,Faecalibacterium,GGB4605,Ruminococcus,Anaerostipes,Collinsella,Agathobacter,Alistipes,GGB3612,Faecalibacillus,Dorea,Simiaoa,Hominenteromicrobium,Mediterraneibacter,Waltera,Parabacteroides,Candidatus Cibionibacter,Streptococcus,Escherichia,Coprococcus,Clostridium,Agathobaculum,Anaerobutyricum,Ruthenibacterium,Anaerotignum,Phascolarctobacterium,Eubacterium,Odoribacter,Lentihominibacter,Flavonifractor,Gallintestinimicrobium,Dysosmobacter,Lachnospira,Thomasclavelia,Veillonella,Haemophilus,Intestinibacter,Enterococcus,GGB51491,Actinomyces,Prevotella,Segatella,GGB3277,GGB4585,GGB4710,GGB4266,GGB3345,Holdemanella,Catenibacterium,Sarcina,Paratractidigestivibacter,Anthropogastromicrobium,GGB4564,Oscillibacter,Oliverpabstia,GGB4644,GGB82047,Pseudoflavonifractor,Vescimonas,GGB3862,Leyella,GGB9730,GGB51647,Butyricicoccus,GGB3118,GGB58067,GGB3478,GGB4604,GGB4682,GGB9642,GGB9715,GGB1495,GGB9627,GGB3636,GGB81330,GGB9634,Ellagibacter,GGB1239,GGB4552,Romboutsia,GGB9737,GGB51431,Slackia,GGB101072,GGB99810,GGB3189,Ligilactobacillus,GGB2983,GGB143455,GGB3256,GGB4642,GGB35068,GGB4723,Senegalimassilia,GGB9712,GGB3429,GGB9760,GGB9766,GGB49409,GGB4704,GGB9603,GGB4888,GGB9370,Pilosibacter,Faecalicatena,GGB9708,Rothia,GGB9290,GGB3588,GGB13404,Eshraghiella,Parolsenella,GGB9690,GGB9758,GGB9774,GGB9790,GGB4456,GGB1247,GGB3304,GGB3730,GGB9380,GGB4672,GGB9759,GGB115571,Jutongia,Mogibacterium,GGB9590,Akkermansia,GGB34797,GGB3109,GGB4611,Brotocaccenecus,GGB4591,Methanobrevibacter,GGB3623,GGB1627,GGB3306,GGB9342,GGB4699,GGB9691,GGB9677,GGB9636,GGB9602,GGB31460,GGB143497,GGB3653,Kineothrix,GGB9707,GGB4603,GGB9699,GGB13493,GGB4578,GGB1266,GGB4684,Wujia,GGB3619,GGB9747,GGB9293,GGB3321,GGB82668,GGB9618,GGB4584,GGB2958,GGB9778,GGB9608,GGB49418,GGB49284,GGB9786,GGB34228,Butyricimonas,GGB9302,GGB74412,GGB9383,GGB4884,GGB9767,Paraprevotella,Barnesiella,GGB9502,Bilophila,Hominiventricola,Holdemania,Lawsonibacter,GGB9522,GGB4599,Phoenicibacter,GGB9420,GGB9347,Treponema,GGB9762,GGB9345,GGB9787,Hominifimenecus,GGB9189,otros
36703_3#21,0.0,2.51677,0.0,0.02607,0.3105699999999999,0.02966,0.7824800000000001,1.0826,0.00421,1.58149,0.00993,0.66762,0.78109,0.0,0.0,0.0,0.21384,0.01584,0.10279,0.08353,0.2082,0.0,0.87354,0.0151,0.00428,0.26718,0.46141,0.07807,0.1673,0.0,0.00655,0.12382,2.2257,0.0,0.04925,0.0,0.03175,0.3695699999999999,0.40909,0.0,0.0,0.0,0.03193,0.0,0.02855,0.0,0.0,1.38981,0.0,0.10704,0.0,0.0,0.00501,0.4036599999999999,0.48095,0.00546,0.00839,0.32422,0.0,1.03009,0.01299,0.03245,0.0,0.19975,0.12779,0.0,0.0,0.1201599999999999,0.0,0.0,0.01086,0.00866,0.0,0.0235699999999999,0.0,0.16168,1.4906,0.01879,0.04063,0.00952,0.0469399999999999,10.07344,0.1799599999999999,0.07995,0.03346,0.01842,0.04911,0.0,0.03736,0.00166,0.00716,0.45342,0.04388,0.0,0.02861,0.01816,0.72025,0.00015,0.01174,0.02335,0.63485,0.0,0.46052,0.0588299999999999,0.02423,0.0,0.01558,0.02531,0.00686,0.0,0.01388,0.6088100000000001,0.00921,0.0,0.0,0.00281,0.03,0.17635,0.0797399999999999,0.06828,0.04361,0.03746,0.05672,0.0,1.6177700000000002,0.00316,0.11888,0.07898,0.0226099999999999,0.00863,0.00997,0.0793799999999999,0.00091,0.0,0.0052899999999999,0.0,0.0,0.29875,0.0,7.631469999999999,0.7968,12.5461,1.68597,2.56035,0.12067,0.99723,0.31061,0.08748,0.0556399999999999,0.0,0.10735,0.03381,0.07213,0.02997,0.0,0.09144,0.18349,0.0007099999999999,0.0,0.0,0.0,0.05121,0.0,0.00162,0.06333,0.07744,0.17712,0.0043,0.7500399999999999,0.03961,0.29395,0.04035,0.0125,0.01127,0.00735,0.0,0.07044,0.0,0.02471,0.0045,0.49759,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0551899999999999,0.12415,0.06621,0.036,1.79277,0.99428,0.35036,0.05123,0.04688,0.00566,0.0025399999999999,31.039919999999988
36703_3#22,0.0,4.46701,0.0,0.90666,2.98684,0.05168,1.74623,2.8466400000000003,0.0,6.09617,0.02343,0.91825,1.26152,0.0,0.09857,0.04117,1.4828,0.30595,0.17755,1.60968,1.18953,0.0,0.7349,2.22481,0.00639,0.28345,1.12805,0.10082,0.24933,0.0,0.0074,0.11934,2.45085,0.0,0.0634,0.0,0.07368,0.04973,1.43688,0.0,0.16865,0.01425,0.01539,0.0,0.06624,0.0,0.21991,8.53805,0.0,0.09771,0.12916,0.61247,0.0,3.84473,6.09201,0.0158,0.07334,0.39959,0.0,0.56383,0.0006,1.7697200000000002,0.15037,0.04498,0.33324,0.0,0.2619599999999999,1.26872,0.0,0.0,0.02244,0.09833,0.03398,0.30608,0.0,0.0521299999999999,0.24258,0.244,0.00296,0.04334,0.25523,0.35184,0.20139,0.0617399999999999,0.31856,0.0,0.02244,0.0,0.1166099999999999,0.02733,0.0135199999999999,0.0,0.23553,0.0,0.07445,0.0,0.8938200000000001,0.01695,0.09972,0.15627,0.05295,0.09994,0.1971099999999999,0.0574299999999999,0.10869,0.02226,0.19424,0.09352,0.0009199999999999,0.0066599999999999,0.00181,0.25096,0.03556,0.00748,0.02309,0.00692,0.16514,1.01905,0.17023,0.0258699999999999,0.12637,0.10652,0.07464,0.2144199999999999,0.12786,0.0,0.1570599999999999,0.13026,0.06786,0.0,0.0072299999999999,0.02804,0.0,0.0,0.0314399999999999,0.0,0.0,0.023,0.0,6.02949,0.04103,0.38128,0.14919,0.0,0.0,0.06036,0.12769,0.00439,0.00172,0.0057799999999999,0.00561,0.0273899999999999,0.08705,0.0,0.0,0.0,0.0,0.7038,0.31299,0.34389,0.01398,0.1708299999999999,0.01225,0.00183,0.07327,0.01455,0.0135699999999999,0.03832,0.0,0.06448,0.09409,0.01223,0.01983,0.03293,0.0,0.0,0.00703,0.0,0.1227099999999999,0.0,0.00059,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00121,1.28078,0.04663,0.06747,0.0,0.0,0.06541,0.06712,0.0177699999999999,0.0,0.0,22.134259999999983
36703_3#23,0.0,0.0036899999999999,0.0,3.26637,0.2452,0.12752,11.14497,0.0823899999999999,0.13507,3.24919,1.1434799999999998,0.5676899999999999,0.94449,0.0,0.0,2.29022,1.26777,0.0,0.00047,0.33702,0.0,0.0,0.96341,0.59006,0.1181599999999999,0.3264,0.80691,0.0133699999999999,0.33044,0.0,0.0,0.0,0.03932,0.0,0.0,0.0,0.08714,0.0,0.04087,0.36537,0.0,0.0,0.0,19.57108,0.0,0.03283,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.33149,0.1163,1.39589,0.48966,0.21204,0.00616,0.0,0.01236,0.0,0.0,0.0098,0.00948,0.0,0.0,7.64123,0.0,0.25321,0.0,0.0,0.0,0.09635,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.05746,0.0,0.02201,0.0,0.0,0.0,0.07821,0.0,0.04535,0.0,0.0,0.0,0.00077,0.0,0.21173,0.02205,0.00261,0.15248,0.0,0.00099,0.0733299999999999,0.00928,0.0268699999999999,0.40771,0.0,0.0,0.0,0.0,0.01183,0.0,0.0541899999999999,0.0,0.06559,0.0,0.0,0.0,0.0,0.12294,0.0,0.01395,0.0,0.0,0.0,0.0,0.0,0.0,0.0430399999999999,5.3236,0.00086,0.0,0.0,0.18416,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.62622,0.0,0.0,0.0,0.0,0.0,0.0,0.01011,0.0,0.0,15.767790000000003
36703_3#24,0.0,0.0,0.0,5.43157,0.0621,0.0,2.03061,0.4815399999999999,0.0,1.18106,0.001,0.18513,0.03582,0.0,0.00789,0.91925,0.88751,0.0,0.10246,1.5285,0.0,0.0,0.1201,62.00748000000001,3.28745,0.00165,6.677569999999999,0.0254199999999999,0.16719,0.0,0.0,0.01681,0.16675,0.0,0.0150199999999999,0.0,0.00195,0.0,0.0274899999999999,0.0,0.00245,0.68035,0.0,0.97678,0.0,0.2166199999999999,0.0,0.55265,0.0,0.23235,0.0,0.00314,0.00237,3.84881,0.41523,0.02339,0.25509,0.30664,0.0,0.0,0.2046,0.0,0.0,0.00026,0.01504,0.14789,0.2387699999999999,0.46088,0.0,0.01144,0.00745,0.03324,0.02822,0.04101,0.0,0.0,0.0,0.0,0.0052299999999999,0.0,0.00151,0.0,0.13346,0.00988,0.0,0.04983,0.0,0.02742,0.02723,0.0,0.00025,0.0,0.0,0.0,0.0,0.01102,0.0018,0.0,0.02805,0.01244,0.0,0.02003,0.0401,0.0,0.00549,0.1134299999999999,0.0,0.40936,0.06391,0.0,0.0,0.0,0.0,0.0,0.0602799999999999,0.0,0.0,0.02228,0.0,0.0,0.0,0.00403,0.0,0.0113,0.0,0.0268,0.0,0.02666,0.01964,0.0,0.0,0.07465,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01166,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01025,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08146,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1776299999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.092,0.0111799999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.335749999999962
36703_3#25,0.0,1.98353,0.0,1.83999,5.95603,0.0,0.95052,5.23074,0.0,0.39933,0.02053,1.3057,1.04291,0.0,0.0474,0.04282,2.95262,0.00397,0.0292899999999999,0.80791,0.0006799999999999,0.0,0.05986,24.85491,20.606820000000003,0.2463699999999999,0.68724,0.37211,0.08703,0.0,0.0,0.0222,0.05068,0.0,0.0,0.0,0.05286,0.0,0.81029,0.0,0.40676,3.4779400000000003,0.0,0.0,0.0,0.0,0.02313,7.664680000000001,0.0,0.22864,0.0,0.53663,0.0,4.75091,4.90386,0.0,0.1147,0.04081,0.0,0.0713,0.0705,0.0,0.08216,0.0,0.0,0.05114,0.15018,0.03839,0.0216,0.0,0.72512,0.0358,0.0,0.01999,0.0,0.00178,0.0,0.0,0.0,0.05805,0.0,0.0,0.06075,0.05646,0.01683,0.0,0.0,0.0077599999999999,0.14548,0.0,0.0,0.0,0.0,0.00082,0.0,0.02003,0.0,0.0,0.0,0.0321899999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04024,0.0,0.0198,0.0,0.0,0.03701,0.0,0.00704,0.0,0.0,0.02282,0.0,0.0,0.0,0.0,0.0,0.17704,0.00657,0.0845799999999999,0.2409599999999999,0.03703,0.0,0.10543,0.0,0.0310899999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00705,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02099,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.883619999999968
36703_3#26,0.0,0.21122,0.0,1.17105,3.4665,0.0,0.70077,9.3241,0.0,1.22429,0.00397,0.96991,5.15064,0.0,0.05339,0.27279,0.94392,5.46397,0.0722299999999999,0.32754,1.15139,0.0,0.16328,0.5119199999999999,0.76371,11.95685,1.43351,0.0529,0.02323,0.0,0.01905,0.01875,0.09471,0.0,0.24616,0.0,0.04323,0.02891,0.0,0.0,0.00695,0.02962,0.01546,0.00035,0.0,0.0,0.8335100000000001,21.94412,0.0,0.0,0.0,0.0672,0.08635,1.6041,4.24097,0.0,0.3615,0.0,0.0,0.51484,0.0506,0.0,0.0,0.04297,0.09522,0.70081,0.24134,0.34602,0.24024,0.0,0.0255099999999999,0.0,0.02933,0.0,0.0,0.04649,0.43123,0.3170199999999999,0.04383,0.19605,0.04825,0.67883,0.23317,1.14991,0.0,0.08688,0.00914,0.0,0.06012,0.0,0.0,0.0,0.01085,0.07354,0.02611,0.31887,0.0,0.01468,0.0,0.02651,0.1114599999999999,0.0877299999999999,0.17023,0.05631,0.01043,0.0,0.06606,0.07726,0.01674,0.0,0.0,0.0,0.0,0.00443,0.00237,0.00047,0.08096,0.05703,0.0,0.05155,0.0,0.03437,0.02686,0.1193299999999999,0.19525,0.13224,0.0181,0.19201,0.0864,0.0,0.07246,0.26882,0.0372,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.54552,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0031899999999999,0.0,0.3295,0.0016,0.0,0.02578,0.0,0.0,0.0,0.0,0.4394699999999999,0.06327,0.0578299999999999,0.0408399999999999,0.1148,0.0,0.01596,0.0,0.01036,0.0,0.0,0.09211,0.0,0.0,0.0,0.0,0.0,0.0,0.06723,0.00206,0.0141599999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01448,0.0,0.0,0.09245,0.0,0.0,0.0,0.0,0.02395,0.0,0.0,14.956989999999974
36703_3#27,0.0,2.71278,0.0,0.08564,0.06915,0.0,0.49435,6.82383,0.0,3.94724,0.01958,1.49163,0.56487,0.0,0.0,0.0,1.34663,0.01565,0.09834,1.26338,0.0444899999999999,0.0,0.1456,0.16295,0.0017699999999999,2.3383,0.56319,0.04078,0.22682,0.0,0.0,0.032,0.23355,0.0,0.02501,0.0,0.0467,0.04328,0.0,0.0,0.04895,0.45276,0.0,0.0573399999999999,0.0,0.0,0.44288,8.08531,4.0325,0.05082,0.0,0.7478899999999999,0.0,2.31744,2.46013,0.00784,0.14353,0.16218,0.0,0.3523199999999999,0.23848,0.0,2.855,0.05338,0.18523,1.67855,0.4554,0.03693,10.89284,0.0,0.0043,0.04319,0.01755,0.021,0.5492199999999999,0.29089,0.26185,0.14194,0.0,0.0,0.00437,1.32978,0.0849299999999999,0.19857,0.0556799999999999,0.2591199999999999,0.03617,0.0237,0.03719,0.0062,0.01083,0.0,0.0,0.00694,0.05364,0.06775,0.22157,0.0,0.0,0.03191,0.11777,0.0,0.06229,0.10304,0.00396,0.00885,0.0,0.0,0.00515,0.0,0.0,0.13384,0.0,0.0,0.02038,0.0,1.95029,0.01195,0.0011,1.89269,0.15689,0.1156099999999999,0.0,0.31206,0.15723,0.0099099999999999,0.02324,0.09764,0.01927,0.02215,0.0,0.02806,0.0,0.0,0.0,0.0,0.0,0.0016,0.0,8.73223,0.0,3.71298,0.51046,0.38077,0.0,0.0257899999999999,0.10145,0.08361,0.00579,0.0,0.01077,0.0,0.0,0.00481,0.0,0.00979,0.02854,0.0,0.10786,0.07629,0.0,0.0171599999999999,0.02097,0.01464,0.0,0.0118599999999999,0.03823,0.01037,0.03307,0.0834,0.0,0.05481,0.0,0.0270399999999999,0.00079,0.0,0.12933,0.0,0.02189,0.0,0.14601,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02126,0.0,0.0,0.0026899999999999,0.0,0.34335,0.19418,0.0122099999999999,0.0182,0.01027,0.00107,17.387590000000017
36703_3#28,0.0,1.50032,0.0,0.4741,4.81513,0.0,1.18439,13.71971,0.03082,1.17256,0.0,1.43065,3.01337,0.00031,0.00324,0.2223099999999999,0.71986,0.32735,0.03095,1.54871,0.10317,0.00937,0.14589,19.44069,0.2883199999999999,0.90789,0.31039,0.05584,0.19279,0.0,0.06246,0.0,0.2352199999999999,0.0,0.07536,0.0,0.17892,0.05082,0.0,0.0,0.35606,2.84479,0.02924,0.34024,0.0,0.0169,0.02353,5.8413,0.07624,0.0,0.0,2.64074,0.0,2.02166,5.11659,0.0,1.03425,0.07981,0.0,0.90384,0.00946,0.03451,1.04594,0.03367,0.51488,1.98039,0.19211,0.09941,0.12513,0.03113,0.09392,0.02415,0.0016,0.7760699999999999,0.0,0.2480699999999999,0.05537,0.08939,0.00672,0.00155,0.07702,0.34694,0.40589,0.22828,0.38608,0.0,0.00932,0.0,0.10294,0.0,0.00256,0.1194,3.99033,0.0,0.02369,0.0,0.01411,0.00873,0.01649,0.14868,0.05458,0.02693,0.1150099999999999,0.10775,0.02449,0.0,0.01354,0.17153,0.0,0.0,0.0,0.06514,2.87899,0.00361,0.08126,0.00521,0.05111,0.1995,0.00894,0.04831,0.0003399999999999,0.08734,0.0298699999999999,0.04453,0.0,0.0,0.4825399999999999,0.09863,0.02528,0.0,0.0,0.0147,0.0,0.0,0.0,0.0,0.02996,0.0,0.0,0.08714,0.0,0.72288,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03888,0.0,0.0,0.0,0.02522,0.0,0.0,0.0,0.0,0.8808,0.0,0.01344,0.00581,0.0,0.0,0.0,0.09365,0.0,0.0,0.0,0.0,0.0,0.0,0.04942,0.0,0.0,0.0,0.0,0.0,0.05244,0.35078,0.00181,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16848,0.0,0.0,1.18374,0.0,0.0,0.0,0.0,0.0,6.8363899999999695
36703_3#29,0.0,0.0,0.0,0.24389,0.5837,0.0,0.17353,15.41395,0.0,0.90909,0.0,0.37636,0.3583,0.0,0.01175,0.04396,0.66468,0.03803,0.02634,0.57075,0.1408,0.0,0.16877,2.5329200000000003,0.3511599999999999,0.08713,11.02676,0.22498,0.02087,0.0,0.0042899999999999,1.65281,1.50191,0.0,0.00137,0.0,1.45507,0.0,0.18236,0.0,1.07209,4.74948,0.8042100000000001,0.0,0.0,0.0,0.66308,15.71809,0.90454,0.74593,0.0,0.43371,0.00448,1.17896,0.46086,0.0087099999999999,0.01371,0.0124599999999999,0.0,0.31262,0.01985,0.3558199999999999,0.01736,0.04348,0.0,0.26439,1.49651,0.13449,0.0066599999999999,0.00364,0.03526,0.00258,0.0,0.2672,0.0,0.2412699999999999,0.0,0.02461,0.0,0.08684,0.14531,0.23012,0.0554299999999999,0.53236,0.0512899999999999,0.7599,0.0,0.0,0.0208,0.0,0.0,0.0042,0.0,0.0,0.42003,0.07309,0.03848,0.0,0.0,0.01298,0.01833,0.00282,0.05702,0.01178,0.0,0.0,0.05132,0.0,0.0,0.0,0.03713,0.18644,0.02004,0.0,0.0,0.0,0.0,0.0,0.00952,0.05457,0.0,0.00389,0.10415,0.3890099999999999,0.0362899999999999,0.03023,0.0,0.13842,0.00407,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.35115,0.00278,0.13805,0.0,0.0,0.0,0.0,0.0,0.04575,0.00728,0.0,0.0,0.0,0.37083,0.0040799999999999,0.0,0.0,0.0,0.0,0.96337,0.0,0.0,0.03402,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.09487,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01904,0.54681,0.00468,0.03431,0.0,0.0,0.0,24.035540000000054
36703_3#2,2.34627,0.70057,13.02362,0.3076,3.62704,0.46724,0.97737,22.02349,0.0,0.4581399999999999,0.1341099999999999,0.51515,2.2492400000000004,0.10239,0.0,0.22334,0.1582299999999999,0.0,0.0369699999999999,0.36564,0.0,0.13775,0.0142199999999999,0.0781299999999999,1.0587,1.93436,4.36359,0.1205799999999999,0.00598,0.05816,0.0290399999999999,0.3776199999999999,0.04069,0.0,0.0,0.01315,0.02049,0.03415,5.65797,0.0,0.01032,0.0117299999999999,0.0,0.0,0.0,0.0,0.0,27.96412,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00355,0.0,0.0,0.0,0.0,0.0,0.0,0.3375599999999999,0.0,0.0,0.1035,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.1586300000000005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.44227,0.10032,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03702,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01585,0.0,0.0,0.0747,0.0,0.04623,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.033209999999993
36703_3#30,0.12728,0.02538,0.0,0.04126,1.03527,0.12687,0.40287,2.24846,0.00987,1.51526,0.0,0.30003,0.9256,0.00155,0.01345,0.0,0.32345,0.42688,0.04913,0.25606,0.0532299999999999,0.00147,0.23454,0.15775,1.37221,0.36244,0.8656200000000001,0.14065,0.0272199999999999,0.0,0.0,0.0,4.1983,0.0,0.11699,0.0,0.0,0.06899,0.11118,0.0,0.0,0.04029,0.0402,0.0,0.0145099999999999,0.0,0.24628,21.07267,0.10549,0.15963,0.04204,0.09629,0.01384,0.46637,0.63395,0.0,0.12982,0.02095,0.0,0.57189,0.01661,0.69411,4.08638,0.08587,0.0744799999999999,1.06916,0.0181,0.43678,0.01703,0.0028,0.0,0.016,0.07284,0.05461,0.0,0.13997,5.79886,0.44215,0.0203099999999999,0.27804,0.06216,2.0106900000000003,0.15747,0.4204699999999999,0.27868,0.0,0.0,0.01911,0.02502,0.02199,0.0149699999999999,0.5364,0.00469,0.0,0.00421,0.2097699999999999,0.66247,0.00659,0.00944,0.07758,0.033,0.0188,0.2171,0.06253,0.01894,0.0,0.21731,0.0043799999999999,0.0040799999999999,0.0,0.0,0.66328,0.0,0.08731,0.0,0.02384,0.25179,0.09257,0.01858,0.56731,0.0,0.07875,0.01026,0.0,1.45366,0.05717,0.15896,0.12272,0.0064099999999999,0.0,0.00405,0.12025,0.01749,0.0,0.02423,0.0,0.0,0.09548,0.00256,1.6425,0.0200599999999999,0.0,0.484,0.0726,0.0,0.03285,0.0,0.2292,0.0,0.02216,0.00732,0.20715,0.12145,0.02282,0.0098599999999999,0.0,0.19448,1.70376,0.0,0.01806,0.34471,0.00091,0.0074,0.00181,0.19342,0.01334,0.01996,0.0,0.0,0.0,0.02148,0.02071,0.01275,0.01856,0.0,0.0,0.01652,0.03033,0.01219,0.0,0.07858,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04571,0.0,0.01,0.0,0.0,0.0,0.05347,0.0135699999999999,0.0,0.0,0.0,32.82420999999995
36703_3#31,0.0,1.4109,0.0,0.15324,0.20252,0.15259,1.68828,0.2928199999999999,0.05141,3.25852,0.0,0.80752,0.01863,0.0,0.0,0.1050099999999999,1.04488,0.00935,0.0890799999999999,0.79296,0.0,0.0,0.14904,68.92690999999999,0.10195,0.06255,0.43153,0.00947,0.14379,0.0,0.0,0.0,0.03859,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04072,0.0,0.01952,0.0,0.08978,0.0,0.24313,0.0,0.02178,0.0,0.01184,0.0,2.88619,2.86202,0.28815,2.23783,0.00064,0.13855,0.00724,0.02195,0.01662,0.0,0.0015199999999999,0.0,1.76093,0.0127599999999999,0.76565,0.0705399999999999,0.0,0.0,0.00725,0.0,0.10614,0.0,0.01729,0.0,0.0,0.04695,0.0,0.05865,0.0,0.52956,0.00779,0.00263,0.03293,0.0050799999999999,0.0,0.05633,0.0,0.04613,0.0,0.6015699999999999,0.0,0.0,0.0,0.08961,0.0,0.0,0.05285,0.0,0.05815,0.03236,0.0,0.03419,0.032,0.0,0.1353599999999999,0.11017,0.0,0.0,0.0,0.1068099999999999,0.0,0.04103,0.0,0.05802,0.42233,0.0,0.0,0.0,0.02045,0.0,0.0,0.0,0.27404,0.0712899999999999,0.42818,0.0313899999999999,0.0,0.0,0.08236,0.0,0.00317,0.03954,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00882,0.0,0.0,0.0,0.0,0.0,0.0,0.0228,0.0,0.0,0.0,0.0,0.0,0.07341,0.0,0.05655,0.0,0.0,0.0,0.0,0.01355,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10035,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.644020000000039
36703_3#32,0.0,0.01411,0.0,1.20163,0.18841,0.0,5.05241,2.39283,0.0040799999999999,1.3459,0.1084099999999999,3.18893,1.26134,0.0,0.0923399999999999,0.63778,1.87464,0.11822,0.02775,2.57214,0.0636299999999999,0.0,0.32696,19.15623,0.0,1.4592200000000002,0.0403899999999999,0.3134699999999999,0.5381600000000001,0.0,0.0,0.0252,0.06072,0.0,0.02443,0.0,0.0,0.0,0.01411,0.0,0.0,0.08691,0.00115,8.21228,0.0101599999999999,0.0578299999999999,0.1309,5.021059999999999,0.0,0.73032,0.0,0.56824,0.0609799999999999,6.24759,11.62722,0.0,0.81413,0.0057,1.52083,0.0,0.12354,0.0,0.18044,0.0,0.0,0.37242,0.319,0.8619100000000001,0.03915,0.01441,0.0,0.0,0.0,0.6142,0.0,0.00099,0.0,0.0,0.0,0.04023,0.00411,0.0,0.8236700000000001,0.40032,0.44726,0.16385,0.0,0.0,0.21743,0.0,0.0,0.0,0.3607,0.0,0.00037,0.0,2.07367,0.02147,0.15614,0.27438,0.0,0.02701,0.0076,0.0,0.00974,0.0,0.01177,0.7628,0.20545,0.0,0.0,0.0,1.2746,0.0,0.1025,0.0,0.0,0.0,0.0,0.0,0.0,0.04074,0.0,0.0362399999999999,0.0,0.1365299999999999,0.33193,0.15117,0.02489,0.0,0.0,0.38335,0.0,0.0,0.00601,0.0,0.0,0.0,0.0912,0.02673,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.94406,0.0,0.0,0.0,0.0,0.48988,0.0,0.03148,0.28961,0.0,0.0,0.0,0.0,0.37509,0.0,0.16147,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0267,0.0549299999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01176,0.0,0.02983,0.0,0.0,0.0,0.0,0.0,9.246530000000014
